n1,n2,score
social democratic leader hector oqueli colindres,leftist salvadoran leader hector oqueli,0.21
social democratic leader hector oqueli colindres,mnr leader hector oqueli,0.21
social democratic leader hector oqueli colindres,salvadoran leftist leader hector oqueli colindres,1.00
social democratic leader hector oqueli colindres,salvadoran opposition leader hector oqueli colindres,1.00
social democratic leader hector oqueli colindres,salvadoran political leader hector oqueli colindres,1.00
social democratic leader hector oqueli colindres,salvadoran social democratic leader hector oqueli,0.21
social democratic leader hector oqueli colindres,salvadoran social democratic leader hector oqueli colindres,1.00
social democratic leader hector oqueli colindres,salvadoran social democratic politician hector oqueli colindres,1.00
social democratic leader hector oqueli colindres,secretary general hector oqueli colindres,1.00
social democratic leader hector oqueli colindres,social democratic leader hector oqueli,0.21
social democratic leader hector oqueli colindres,the salvadoran political leader hector oqueli,0.21
social democratic party leader mario solorzano,secretary general mario solorzano,1.00
soldier carlos perez lopez,salvadoran red cross spokesman carlos lopez,0.57
soldier jose mario chicas diaz,father jose maria tojeira s.j,0.25
soldier jose mario chicas diaz,judge maria elena diaz,1.00
soldier jose mario chicas diaz,judge maria helena diaz,1.00
soldier jose mario chicas diaz,justice maria elena diaz,1.00
soldier jose mario chicas diaz,spanish citizen jose maria tojeira,0.25
soldier raul,chilean ambassador to brazil raul schmidt,1.00
spanish bishop jose luis lacunza,panama's episcopal conference president jose luis lacunza,1.00
spanish citizen jose maria tojeira,father jose maria tojeira s.j,1.00
spanish citizen jose maria tojeira,soldier jose mario chicas diaz,0.01
spanish foreign minister francisco fernandez ordonez,foreign minister francisco fernandez ordonez,1.00
superior criminal court judge carlos valencia garcia,colombian justice carlos valencia,0.17
superior criminal court judge carlos valencia garcia,judge carlos valencia,0.17
superior criminal court judge carlos valencia garcia,judge valencia garcia,0.19
superior criminal court judge carlos valencia garcia,justice carlos valencia,0.17
superior criminal court judge carlos valencia garcia,justice carlos valencia garcia,1.00
superior criminal court judge carlos valencia garcia,magistrate carlos valencia,0.17
superior criminal court judge carlos valencia garcia,magistrate carlos valencia garcia,1.00
supreme court chief justice francisco jose guerrero,dr francisco jose guerrero,1.00
supreme court chief justice francisco jose guerrero,dr. francisco jose guerrero,1.00
supreme court chief justice francisco jose guerrero,former supreme court president francisco guerrero,0.14
supreme court chief justice francisco jose guerrero,former supreme court president francisco jose guerrero,1.00
supreme court chief justice francisco jose guerrero,president of the supreme court of justice francisco jose guerrero,1.00
supreme court of justice president mauricio gutierrez castro,supreme court president dr mauricio gutierrez castro,1.00
supreme court president dr mauricio gutierrez castro,supreme court of justice president mauricio gutierrez castro,1.00
terrorist leaders misael gallardo,commander misael gallardo,1.00
terrorist sergio buschmann,mr sergio buschmann,1.00
terrorist victor polay campos,mrta chief victor polay,0.19
terrorist victor polay campos,"victor polay campos, alias comrade rolando",1.00
the captain gerardo barrios,captain gerardo barrios,1.00
the captain gerardo barrios,general gerardo barrios,1.00
the defense ministry's information director colonel eduardo arevalo,colonel eduardo arevalo,1.00
the el salvador president alfonso cristian,attorney general of el salvador,1.00
the first social crisis president paz zamora,bolivian president jaime paz zamora,0.18
the first social crisis president paz zamora,president jaime paz zamora,0.18
the first social crisis president paz zamora,president paz zamora,1.00
the great leader president kim il-song,marshal kim il-song,1.00
the great leader president kim il-song,president kim il-song,1.00
"the guerrilla leader, known as ""esteban,""",commander esteban,1.00
the magnificent job president cristiani,mr cristiani,1.00
the magnificent job president cristiani,mr. cristiani,1.00
the magnificent job president cristiani,president cristiani,1.00
the magnificent job president cristiani,president-elect cristiani,1.00
the magnificent job president cristiani,pressure president cristiani,1.00
the magnificent job president cristiani,salvadoran president cristiani,1.00
the meeting costa rican president oscar arias,costa rican president oscar arias,1.00
the meeting costa rican president oscar arias,costa rican president oscar arias sanchez,0.20
the meeting costa rican president oscar arias,nobel peace prize winner oscar arias,1.00
the meeting costa rican president oscar arias,president oscar arias,1.00
the salvadoran political leader hector oqueli,dr. hector oqueli,1.00
the salvadoran political leader hector oqueli,leftist salvadoran leader hector oqueli,1.00
the salvadoran political leader hector oqueli,mnr leader hector oqueli,1.00
the salvadoran political leader hector oqueli,salvadoran leftist leader hector oqueli colindres,0.25
the salvadoran political leader hector oqueli,salvadoran opposition leader hector oqueli colindres,0.25
the salvadoran political leader hector oqueli,salvadoran political leader hector oqueli colindres,0.25
the salvadoran political leader hector oqueli,salvadoran social democratic leader hector oqueli,1.00
the salvadoran political leader hector oqueli,salvadoran social democratic leader hector oqueli colindres,0.25
the salvadoran political leader hector oqueli,salvadoran social democratic politician hector oqueli colindres,0.25
the salvadoran political leader hector oqueli,secretary general hector oqueli colindres,0.25
the salvadoran political leader hector oqueli,social democratic leader hector oqueli,1.00
the salvadoran political leader hector oqueli,social democratic leader hector oqueli colindres,0.25
the so-called commander huaihuacu,this so-called commander huaihuacu,1.00
the well-known union leader elizabeth velazquez,fenastras leader febe elizabeth velasquez,0.10
the well-known union leader elizabeth velazquez,fenastras leader fede elizabeth velasquez,0.10
the well-known union leader elizabeth velazquez,labor leader febe elizabeth velasquez,0.10
the well-known union leader elizabeth velazquez,leader febe elizabeth velasquez,0.10
the well-known union leader elizabeth velazquez,leftist leader fede elizabeth velasquez,0.10
the well-known union leader elizabeth velazquez,opposition labor leader febe elizabeth velazquez,0.31
the well-known union leader elizabeth velazquez,opposition leader elizabeth velazquez,1.00
this so-called commander huaihuacu,the so-called commander huaihuacu,1.00
treasury police director colonel heriberto hernandez,col heriberto hernandez,1.00
treasury police director colonel heriberto hernandez,colonel hector heriberto hernandez,0.28
treasury police director colonel heriberto hernandez,colonel heriberto hernandez,1.00
u.s. ambassador strook,ambassador strook,1.00
u.s. ambassador william walker,ambassador william walker,1.00
u.s. ambassador william walker,mr ambassador william walker,1.00
u.s. ambassador william walker,mr william walker,1.00
u.s. ambassador william walker,president william walker,1.00
u.s. president bush,mr bush,1.00
u.s. president bush,president bush,1.00
u.s. president george bush,president george bush,1.00
u.s. president jimmy carter,president jimmy carter,1.00
u.s. president reagan,president reagan,1.00
u.s. president ronald reagan,republican ronald reagan,1.00
uca rector francisco estrada,jesuist francisco estrada,1.00
uca rector francisco estrada,rector jesuit francisco estrada,1.00
uca rector ignacio ellacuria,central america university rector ignacio ellacuria,1.00
uca rector ignacio ellacuria,central american university rector ignacio ellacuria,1.00
uca rector ignacio ellacuria,dr ignacio ellacuria,1.00
uca rector ignacio ellacuria,father ignacio ellacuria,1.00
uca rector ignacio ellacuria,father jose ignacio ellacuria,0.31
uca rector ignacio ellacuria,priest ignacio ellacuria,1.00
ultra-rightwing deputy roberto d'aubuisson,extreme right-wing deputy roberto d'aubuisson,1.00
ultra-rightwing deputy roberto d'aubuisson,former major roberto d'aubuisson,1.00
ultra-rightwing deputy roberto d'aubuisson,maj roberto d'aubuisson,1.00
ultra-rightwing deputy roberto d'aubuisson,major roberto d'aubuission,0.02
ultra-rightwing deputy roberto d'aubuisson,major roberto d'aubuisson,1.00
ultra-rightwing deputy roberto d'aubuisson,major roberto d'aubuisson arrieta,0.25
ultra-rightwing deputy roberto d'aubuisson,rightist leader roberto d'aubuisson,1.00
un secretary general j. perez de cuellar,mr perez de cuellar,0.57
un secretary general j. perez de cuellar,un secretary general perez de cuellar,0.57
un secretary general javier perez de cuellar,general mr. javier perez de cuellar,1.00
un secretary general javier perez de cuellar,mr javier perez de cuellar,1.00
un secretary general javier perez de cuellar,mr perez de cuellar,0.12
un secretary general javier perez de cuellar,un secretary general perez de cuellar,0.12
un secretary general perez de cuellar,general mr. javier perez de cuellar,0.15
un secretary general perez de cuellar,mr javier perez de cuellar,0.15
un secretary general perez de cuellar,mr perez de cuellar,1.00
un secretary general perez de cuellar,un secretary general j. perez de cuellar,0.15
un secretary general perez de cuellar,un secretary general javier perez de cuellar,0.15
uruguayan president julio maria sanguinetti,director maria julia hernandez,0.62
uruguayan president julio maria sanguinetti,president julio maria saguinetti,1.00
venezuelan chief of state carlos andres perez,president carlos andres perez,1.00
venezuelan chief of state carlos andres perez,venezuelan president carlos andres perez,1.00
venezuelan chief of state carlos andres perez,venezuelan president carlos andres perez' brother-in-law,1.00
venezuelan defense minister general filmo lopez uzcategui,general filmo lopez uzcategui,1.00
venezuelan president carlos andres perez,president carlos andres perez,1.00
venezuelan president carlos andres perez,venezuelan chief of state carlos andres perez,1.00
venezuelan president carlos andres perez,venezuelan president carlos andres perez' brother-in-law,1.00
